"creation_date","status","completion_date","service_request_number","type_of_service_request","license_plate","vehicle_make_model","vehicle_color","current_activity","most_recent_action","how_many_days_has_the_vehicle_been_reported_as_parked_","street_address","zip_code","x_coordinate","y_coordinate","ward","police_district","community_area","ssa","latitude","longitude","location","location_address","location_city","location_state","location_zip"
"2012-11-19T00:00:00.000","Completed","2013-02-06T00:00:00.000","12-01908288","Abandoned Vehicle Complaint","A810689","Chevrolet","Blue","Place 7 Day Sticker","Follow on Activity was created","7","3120 N HALSTED ST","60657","1170378.42492871","1920911.39178064","44","19","6","8","41.93850025683702","-87.6493741629951","POINT (41.93850025683702 -87.6493741629951)",,,,
"2011-09-09T00:00:00.000","Completed","2011-09-15T00:00:00.000","11-03760193","Abandoned Vehicle Complaint","ZQ4635","Volvo","White","FVI - Outcome","Vehicle was moved from original address requested","30","412 W ROSCOE ST","60657",,,"44","23","6","8","41.94347463209737","-87.64106423566749","POINT (41.94347463209737 -87.64106423566749)",,,,
"2013-06-02T00:00:00.000","Completed - Dup","2013-07-10T00:00:00.000","13-00679510","Abandoned Vehicle Complaint","ANE7299","Audi","Blue","FVI - Outcome","Create Work Order","60","549 W ALDINE AVE","60657","1171991.68351374","1922299.80363136","44","19","6","8","41.942133540258354","-87.64391072381159","POINT (41.942133540258354 -87.64391072381159)",,,,
"2013-03-22T00:00:00.000","Completed","2013-05-10T00:00:00.000","13-00324187","Abandoned Vehicle Complaint","K687735","Toyota","White","FVI - Outcome","Return to Owner - Vehicle","14","3750 N PINE GROVE AVE","60613","1171046.07599515","1925024.45526712","46","19","6","8","41.95105978401753","-87.64761391985387","POINT (41.95105978401753 -87.64761391985387)",,,,
"2016-09-19T00:00:00.000","Completed","2016-09-26T00:00:00.000","16-06630847","Abandoned Vehicle Complaint","Y712433","Nissan","Burgundy","FVI - Outcome","Vehicle was moved from original address requested","4","549 W BELMONT AVE","60657","1171935.99989519","1921503.09197824","44","19","6","8","41.939946001620854","-87.64387070157179","POINT (41.939946001620854 -87.64387070157179)",,,,
"2018-07-30T00:00:00.000","Completed","2018-08-17T00:00:00.000","18-02244041","Abandoned Vehicle Complaint","3697V","Honda","Red","FVI - Outcome","Vehicle was moved from original address requested","90","622 W PATTERSON AVE","60613","1171086.29770067","1924666.18887192","46","19","6","8","41.948695947011096","-87.64705179830875","POINT (41.948695947011096 -87.64705179830875)",,,,
"2019-06-06T00:00:00.000","Completed","2019-06-11T00:00:00.000","19-00065401","Abandoned Vehicle Complaint","L869308","Toyota","Gray","Initial Inspection","Vehicle was moved from original address requested",,"650 W BARRY AVE","60657","1171712.74996789","1920715.13000321","44","19","6","8","41.93798549394755","-87.64629264031774","POINT (41.93798549394755 -87.64629264031774)",,,,
"2012-12-13T00:00:00.000","Completed - Dup","2013-02-07T00:00:00.000","12-01999920","Abandoned Vehicle Complaint","484 2708","Ford","Green","FVI - Outcome","Create Work Order","32","3168 N CAMBRIDGE AVE","60657","1172032.5899177","1921010.44251792","44","19","6","8","41.939703483806255","-87.64332614089317","POINT (41.939703483806255 -87.64332614089317)",,,,
"2015-01-29T00:00:00.000","Completed","2015-02-27T00:00:00.000","15-00165827","Abandoned Vehicle Complaint","FTS785","Mercury","Tan","FVI - Outcome","Need Vehicle Tow Report","10","544 W MELROSE ST","60657",,,"44","19","6","8","41.94125819643195","-87.64369884789778","POINT (41.94125819643195 -87.64369884789778)",,,,
"2013-05-15T00:00:00.000","Completed","2013-06-17T00:00:00.000","13-00582461","Abandoned Vehicle Complaint","A861244","Ford","Yellow","FVI - Outcome","Vehicle was moved from original address requested","21","509 W OAKDALE AVE","60657",,,"44","19","6","8","41.93544488178486","-87.64224296969884","POINT (41.93544488178486 -87.64224296969884)",,,,
"2013-08-18T00:00:00.000","Completed","2013-09-18T00:00:00.000","13-01175973","Abandoned Vehicle Complaint","NLP","Cadillac","Black","FVI - Outcome","Vehicle was moved from original address requested","14","512 W BARRY AVE","60657",,,"44","19","6","8","41.937797753154925","-87.64246180850361","POINT (41.937797753154925 -87.64246180850361)",,,,
"2011-12-13T00:00:00.000","Completed","2012-02-02T00:00:00.000","11-04250593","Abandoned Vehicle Complaint","?","Dodge","White","FVI - Outcome","Create Work Order","55","537 W ROSCOE ST","60657","1172030.29816791","1922699.54576839","44","23","6","8","41.943227374784904","-87.64348060209821","POINT (41.943227374784904 -87.64348060209821)",,,,
"2019-03-29T00:00:00.000","Completed","2019-04-11T00:00:00.000","19-00038093","Abandoned Vehicle Complaint","DGQ 0630","Toyota","Black","Initial Inspection","Proceed with Tow Case",,"3620 N PINEGROVE","60613","1171261.59770067","1924559.48887192","46","19","6","8","41.948472609671725","-87.64603785939977","POINT (41.948472609671725 -87.64603785939977)",,,,
"2015-03-13T00:00:00.000","Completed","2015-04-01T00:00:00.000","15-00710027","Abandoned Vehicle Complaint","CG6578","Honda","Black","FVI - Outcome","Vehicle was moved from original address requested","40","518 W ROSCOE ST","60657",,,"44","19","6","8","41.94345444488758","-87.64283525080845","POINT (41.94345444488758 -87.64283525080845)",,,,
"2010-12-24T00:00:00.000","Completed","2011-01-10T00:00:00.000","10-02046208","Abandoned Vehicle Complaint","NONE","Plymouth","Green","Place 7 Day Sticker","Follow on Activity was created","7","2900 N CLARK ST","60657","1171121.21928063","1919592.93962294","44","19","6","8","41.934814985877516","-87.64668961701442","POINT (41.934814985877516 -87.64668961701442)",,,,
"2013-07-30T00:00:00.000","Completed","2013-09-04T00:00:00.000","13-01049457","Abandoned Vehicle Complaint","CAZ 0600","Honda","Silver","FVI - Outcome","Vehicle was moved from original address requested","5","552 W ROSCOE ST","60657",,,"44","19","6","8","41.94344083480487","-87.64399663371381","POINT (41.94344083480487 -87.64399663371381)",,,,
"2012-12-19T00:00:00.000","Completed","2013-02-07T00:00:00.000","12-02017369","Abandoned Vehicle Complaint","N81 2356","Lexus","Blue","Place 7 Day Sticker","Follow on Activity was created","30","672 W CORNELIA AVE","60657","1171195.55080131","1923480.0880127","46","19","6","8","41.945568677229815","-87.64709095372065","POINT (41.945568677229815 -87.64709095372065)",,,,
"2013-03-19T00:00:00.000","Completed","2013-05-02T00:00:00.000","13-00310675","Abandoned Vehicle Complaint","61232","Legacy Unknown","Red","FVI - Outcome","Vehicle was moved from original address requested","365","3710 N PINE GROVE AVE","60613","1171012.57599515","1925094.05526712","46","19","6","8","41.95004633869347","-87.64699801690745","POINT (41.95004633869347 -87.64699801690745)",,,,
"2013-08-26T00:00:00.000","Completed","2013-09-20T00:00:00.000","13-01222874","Abandoned Vehicle Complaint","R444800","Nissan","White","FVI - Outcome","Vehicle was moved from original address requested","31","715 W ALDINE AVE","60657",,,"44","19","6","8","41.94171201413644","-87.6476363027467","POINT (41.94171201413644 -87.6476363027467)",,,,
"2016-06-26T00:00:00.000","Completed","2016-08-15T00:00:00.000","16-04452511","Abandoned Vehicle Complaint","7DAN410","Pontiac","White","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","28","2920 N BURLING ST","60657","1170772.78843214","1919576.58142911","44","19","6","8","41.93517586020891","-87.648116261688","POINT (41.93517586020891 -87.648116261688)",,,,
"2012-12-17T00:00:00.000","Completed","2013-02-13T00:00:00.000","12-02009956","Abandoned Vehicle Complaint","NONE","(Unlisted Make)","Multi-Color","Place 7 Day Sticker","Follow on Activity was created","90","3700 N PINE GROVE AVE","60613","1171046.07599515","1925024.45526712","46","19","6","8","41.94979323139952","-87.64684385656932","POINT (41.94979323139952 -87.64684385656932)",,,,
"2015-05-22T00:00:00.000","Completed","2015-05-29T00:00:00.000","15-02186862","Abandoned Vehicle Complaint","B734556","Mazda","Black","FVI - Outcome","Vehicle was moved from original address requested","14","3317 N BROADWAY","60657",,,"44","19","6","8","41.942423486258384","-87.64432510887306","POINT (41.942423486258384 -87.64432510887306)",,,,
"2017-06-09T00:00:00.000","Completed","2017-07-13T00:00:00.000","17-03824740","Abandoned Vehicle Complaint","N294057","Mazda","Black","FVI - Outcome","Vehicle was moved from original address requested","7","550 W SURF ST","60657","1171999.85998668","1919393.2801998","44","19","6","8","41.934375933787926","-87.64349036719632","POINT (41.934375933787926 -87.64349036719632)",,,,
"2016-12-26T00:00:00.000","Completed - Dup","2016-12-27T00:00:00.000","16-08472232","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Create Work Order",,"834 W OAKDALE AVE","60657","1170193.19740005","1919805.84989093","44","19","6","8","41.9355395213694","-87.65051150507269","POINT (41.9355395213694 -87.65051150507269)",,,,
"2016-02-13T00:00:00.000","Completed","2016-05-03T00:00:00.000","16-00885995","Abandoned Vehicle Complaint","N878920","(Unlisted Make)","Black","FVI - Outcome","Vehicle was moved from original address requested","95","824 W OAKDALE AVE","60657","1170259.79740005","1919808.14989093","44","19","6","8","41.9355476242398","-87.65013505508404","POINT (41.9355476242398 -87.65013505508404)",,,,
"2019-04-10T00:00:00.000","Completed","2019-05-03T00:00:00.000","19-00043062","Abandoned Vehicle Complaint","4AVEL9","Toyota","Silver","FVI - Outcome","VTR - Routine",,"618 W BRIAR PLACE","60657","1171577.64451498","1921165.11972416","44","19","6","8","41.93924931670788","-87.64517355507114","POINT (41.93924931670788 -87.64517355507114)",,,,
"2013-03-04T00:00:00.000","Completed","2013-04-15T00:00:00.000","13-00241718","Abandoned Vehicle Complaint","745ARP","Cadillac","Silver","FVI - Outcome","Vehicle was moved from original address requested","30","468 W MELROSE ST","60657",,,"44","19","6","8","41.94128174416743","-87.64200571295987","POINT (41.94128174416743 -87.64200571295987)",,,,
"2018-07-27T00:00:00.000","Completed - Dup","2018-08-15T00:00:00.000","18-02229143","Abandoned Vehicle Complaint","V28 9258","Hyundai","Tan",,,"21","511 W BRIAR PL","60657","1172223.38430689","1921015.83870025","44","19","6","8","41.93860702053873","-87.64244505129784","POINT (41.93860702053873 -87.64244505129784)",,,,
"2018-08-27T00:00:00.000","Completed","2018-10-02T00:00:00.000","18-02501614","Abandoned Vehicle Complaint","PA","Harley-Davidson","Red","FVI - Outcome","Return to Owner - Vehicle","7","625 W PATTERSON AVE","60613","1171072.19770067","1924659.68887192","46","19","6","8","41.94847222992403","-87.64700049310247","POINT (41.94847222992403 -87.64700049310247)",,,,
"2017-01-10T00:00:00.000","Completed","2017-02-01T00:00:00.000","17-00161668","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Vehicle was moved from original address requested",,"648 W ROSCOE ST","60657","1171245.24419995","1922812.73008847","44","19","6","8","41.943772553345966","-87.64645971388668","POINT (41.943772553345966 -87.64645971388668)",,,,
"2019-03-15T00:00:00.000","Completed - Dup","2019-03-18T00:00:00.000","19-00031637","Abandoned Vehicle Complaint","ILLINOIS BE11498","Hyundai","Silver",,,"30","628 W ADDISON ST","60613","1171219.00248021","1924305.52966608","46","19","6","8","41.94768061683709","-87.64663991962932","POINT (41.94768061683709 -87.64663991962932)",,,,
"2019-06-07T00:00:00.000","Completed","2019-06-13T00:00:00.000","19-00065818","Abandoned Vehicle Complaint","CNM4142 (MICHIGAN PLATE)","Ford","Gray","Initial Inspection","Vehicle was moved from original address requested","7","541 W HAWTHORNE PL","60657","1172075.54535","1923137.599025","44","19","6","8","41.944429644937394","-87.64293660523042","POINT (41.944429644937394 -87.64293660523042)",,,,
"2014-05-19T00:00:00.000","Completed","2014-06-02T00:00:00.000","14-00737763","Abandoned Vehicle Complaint","6KZZ179","Ford","Green","FVI - Outcome","Return to Owner - Vehicle","21","417 W BRIAR PL","60657",,,"44","19","6","8","41.93864199797726","-87.64021343620225","POINT (41.93864199797726 -87.64021343620225)",,,,
"2018-07-25T00:00:00.000","Completed","2018-09-10T00:00:00.000","18-02206547","Abandoned Vehicle Complaint","CUV547","Jeep/Cherokee","Black","FVI - Outcome","Vehicle was moved from original address requested","7","3160 N CAMBRIDGE AVE","60657","1172026.0899177","1921199.04251792","44","19","6","8","41.93947059222169","-87.64331786266344","POINT (41.93947059222169 -87.64331786266344)",,,,
"2015-03-13T00:00:00.000","Completed","2015-04-01T00:00:00.000","15-00710203","Abandoned Vehicle Complaint","V839232","Chevrolet","White","FVI - Outcome","Vehicle was moved from original address requested","32","522 W ROSCOE ST","60657",,,"44","19","6","8","41.94345286032252","-87.64297187965981","POINT (41.94345286032252 -87.64297187965981)",,,,
"2013-12-24T00:00:00.000","Completed","2014-04-08T00:00:00.000","13-01891741","Abandoned Vehicle Complaint","CZ1473","Zcz (Yugoslavia)","Red","FVI - Outcome","Need Vehicle Tow Report","14","2819 N CAMBRIDGE AVE","60657",,,"44","19","6","8","41.933423716932396","-87.64261109672563","POINT (41.933423716932396 -87.64261109672563)",,,,
"2015-02-23T00:00:00.000","Completed","2015-03-23T00:00:00.000","15-00393732","Abandoned Vehicle Complaint","C67183","(Unlisted Manufacturer)","Black","FVI - Outcome","Return to Owner - Vehicle","60","534 W OAKDALE AVE","60657",,,"44","19","6","8","41.93564885991709","-87.64322694130739","POINT (41.93564885991709 -87.64322694130739)",,,,
"2019-04-10T00:00:00.000","Completed","2019-05-17T00:00:00.000","19-00043152","Abandoned Vehicle Complaint","N172921","Mercury","Silver","Initial Inspection","Proceed with Tow Case","90","3162 N ORCHARD","60657","1171031.95207806","1921259.54818158","44","19","6","8","41.93967905577405","-87.64696999824085","POINT (41.93967905577405 -87.64696999824085)",,,,
"2018-12-12T00:00:00.000","Completed","2019-01-18T00:00:00.000","18-03340790","Abandoned Vehicle Complaint","U59GLV","Mazda","Gray","Initial Inspection","Proceed with Tow Case","35","630 W STRATFORD PL","60657","1171534.50412997","1923345.5533843","46","19","6","8","41.9450045711068","-87.64561431311839","POINT (41.9450045711068 -87.64561431311839)",,,,
"2015-03-28T00:00:00.000","Completed","2015-04-23T00:00:00.000","15-00980041","Abandoned Vehicle Complaint","R47****","Volvo","Gray","FVI - Outcome","Vehicle was moved from original address requested","30","646 W ROSCOE ST","60657",,,"44","19","6","8","41.94377368726191","-87.64638291377271","POINT (41.94377368726191 -87.64638291377271)",,,,
"2019-05-31T00:00:00.000","Completed","2019-06-13T00:00:00.000","19-00063305","Abandoned Vehicle Complaint","S67 4935","Nissan","Silver","Initial Inspection","Proceed with Tow Case",,"707 W WAVELAND AVE","60613","1170980.77599515","1924994.75526712","46","19","6","8","41.94953943879848","-87.64689862171525","POINT (41.94953943879848 -87.64689862171525)",,,,
"2020-06-18T00:00:00.000","Completed - Dup","2020-06-18T00:00:00.000","20-00043871","Abandoned Vehicle Complaint","1390802","Mercedes","White",,,"85","3503 N BROADWAY","60657","1171182.25080131","1923508.6880127","46","19","6","8","41.945653707082926","-87.64607889956748","POINT (41.945653707082926 -87.64607889956748)",,,,
"2015-04-08T00:00:00.000","Completed","2015-04-09T00:00:00.000","15-01207496","Abandoned Vehicle Complaint","S48 3272","Bmw","Silver","FVI - Outcome","Vehicle was moved from original address requested","90","3020 N WATERLOO CT","60657",,,"44","19","6","8","41.93702589972641","-87.64615132728282","POINT (41.93702589972641 -87.64615132728282)",,,,
"2019-03-07T00:00:00.000","Completed - Dup","2019-03-07T00:00:00.000","19-00028027","Abandoned Vehicle Complaint","AN22543 ILLINOIS","Nissan","White",,,"30","548 W SURF ST","60657","1172017.65998668","1919393.8801998","44","19","6","8","41.934377326304315","-87.64341213717746","POINT (41.934377326304315 -87.64341213717746)",,,,
"2015-06-27T00:00:00.000","Completed","2015-07-02T00:00:00.000","15-03027270","Abandoned Vehicle Complaint","1571988","Mercedes","White","FVI - Outcome","Vehicle was moved from original address requested","20","545 W ROSCOE ST","60657",,,"44","19","6","8","41.943224053707915","-87.64376166489666","POINT (41.943224053707915 -87.64376166489666)",,,,
"2014-03-27T00:00:00.000","Completed","2014-04-11T00:00:00.000","14-00437569","Abandoned Vehicle Complaint","R726109","Subaru","Green","FVI - Outcome","Vehicle was moved from original address requested","90","520 W OAKDALE AVE","60657",,,"44","19","6","8","41.935657475606284","-87.64270044235883","POINT (41.935657475606284 -87.64270044235883)",,,,
"2017-01-26T00:00:00.000","Completed","2017-02-28T00:00:00.000","17-00474294","Abandoned Vehicle Complaint","X318847","Acura","Gold","FVI - Outcome","Vehicle was moved from original address requested","60","701 W BROMPTON AVE","60657","1171002.67000341","1923878.93003318","46","19","6","8","41.94645950995542","-87.64687364239323","POINT (41.94645950995542 -87.64687364239323)",,,,
"2015-02-20T00:00:00.000","Completed","2015-03-30T00:00:00.000","15-00349826","Abandoned Vehicle Complaint","L183268","Chevrolet","Black","FVI - Outcome","Need Vehicle Tow Report","19","657 W ROSCOE ST","60657",,,"44","19","6","8","41.94354989159306","-87.64666894999675","POINT (41.94354989159306 -87.64666894999675)",,,,
"2020-01-05T00:00:00.000","Completed","2020-01-29T00:00:00.000","20-00001541","Abandoned Vehicle Complaint","MCZ357","Toyota","Gold","Initial Inspection","Proceed with Tow Case","60","2956 N HALSTED","60657","1170414.32567349","1919962.6698858","44","19","6","8","41.93623330618679","-87.64928219276678","POINT (41.93623330618679 -87.64928219276678)",,,,
"2020-01-16T00:00:00.000","Completed","2020-02-28T00:00:00.000","20-00006725","Abandoned Vehicle Complaint","R618735","Nissan","White","Initial Inspection","Proceed with Tow Case",,"434 W ROSCOE","60657","1172347.9135","1922707.1039","44","19","6","8","41.94346492154272","-87.64194481311115","POINT (41.94346492154272 -87.64194481311115)",,,,
"2017-07-11T00:00:00.000","Completed","2017-07-28T00:00:00.000","17-04561774","Abandoned Vehicle Complaint","R895100","Toyota","Black","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","30","544 W ALDINE AVE","60657","1172024.68351374","1922300.70363136","44","19","6","8","41.94235678232522","-87.64377747168055","POINT (41.94235678232522 -87.64377747168055)",,,,
"2016-12-09T00:00:00.000","Completed","2017-02-10T00:00:00.000","16-08242876","Abandoned Vehicle Complaint","7DAN410","Pontiac","White",,,"14","832 W OAKDALE AVE","60657","1170206.49740005","1919806.34989093","44","19","6","8","41.935541160785824","-87.65043630201761","POINT (41.935541160785824 -87.65043630201761)",,,,
"2016-01-17T00:00:00.000","Completed","2016-04-07T00:00:00.000","16-00309920","Abandoned Vehicle Complaint","S375971","General Motors Corp.","White","FVI - Outcome","Vehicle was moved from original address requested","14","2820 N HALSTED ST","60657","1170446.29016678","1919028.20999604","44","19","6","8","41.93338702873677","-87.64918265640743","POINT (41.93338702873677 -87.64918265640743)",,,,
"2017-07-28T00:00:00.000","Completed - Dup","2017-07-31T00:00:00.000","17-04985819","Abandoned Vehicle Complaint","VPH3171","Ford","White",,,"31","3161 N BROADWAY","60657","1171695.74451498","1921236.11972416","44","19","6","8","41.93948276777494","-87.6442345090214","POINT (41.93948276777494 -87.6442345090214)",,,,
"2019-02-06T00:00:00.000","Completed","2019-03-15T00:00:00.000","19-00014320","Abandoned Vehicle Complaint","NONE","Construction Equipment","Blue","Initial Inspection","Proceed with Tow Case",,"703 W WELLINGTON","60657","1170995.36559941","1920180.44970965","44","19","6","8","41.936343021925346","-87.64700507185893","POINT (41.936343021925346 -87.64700507185893)",,,,
"2016-03-13T00:00:00.000","Completed - Dup","2016-03-14T00:00:00.000","16-01691953","Abandoned Vehicle Complaint","S375971","General Motors Corp.","White",,,"80","811 W WOLFRAM ST","60657","1170369.09016678","1919142.80999604","44","19","6","8","41.93350545399999","-87.64953757476086","POINT (41.93350545399999 -87.64953757476086)",,,,
"2017-04-25T00:00:00.000","Completed - Dup","2017-04-25T00:00:00.000","17-02493849","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Create Work Order",,"830 W WOLFRAM ST","60657","1170242.69016678","1919139.10999604","44","19","6","8","41.933713599367344","-87.65029496581685","POINT (41.933713599367344 -87.65029496581685)",,,,
"2020-02-11T00:00:00.000","Completed - Dup","2020-02-11T00:00:00.000","20-00015965","Abandoned Vehicle Complaint","AVI430","Mitsubishi","Black",,,,"3733 N HALSTED ST","60613","1170249.63406841","1925138.05013197","46","19","6","8","41.950052664237134","-87.64942815211083","POINT (41.950052664237134 -87.64942815211083)",,,,
"2017-05-31T00:00:00.000","Completed","2017-06-08T00:00:00.000","17-03577602","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Vehicle was moved from original address requested",,"805 W WOLFRAM ST","60657","1170408.99016678","1919143.90999604","44","19","6","8","41.93350872851296","-87.64931218291791","POINT (41.93350872851296 -87.64931218291791)",,,,
"2015-11-19T00:00:00.000","Completed - Dup","2015-11-20T00:00:00.000","15-06271936","Abandoned Vehicle Complaint","R974425","Toyota","Blue","FVI - Outcome","Create Work Order","14","609 W BARRY AVE","60657","1171648.34996789","1920713.43000321","44","19","6","8","41.93778739114969","-87.64474889051469","POINT (41.93778739114969 -87.64474889051469)",,,,
"2016-11-01T00:00:00.000","Completed","2016-11-18T00:00:00.000","16-07564999","Abandoned Vehicle Complaint","7DAN410","Pontiac","White","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","45","2847 N ORCHARD ST","60657","1171142.28992796","1919136.51279374","44","19","6","8","41.93411686490798","-87.64656261990426","POINT (41.93411686490798 -87.64656261990426)",,,,
"2019-12-19T00:00:00.000","Completed","2020-01-24T00:00:00.000","19-00175306","Abandoned Vehicle Complaint","NONE","Motorized Bike","Black","Initial Inspection","Proceed with Tow Case",,"513 W WELLINGTON","60657","1172302.30738796","1920226.20926691","44","19","6","8","41.9364346190639","-87.6424268654244","POINT (41.9364346190639 -87.6424268654244)",,,,
"2015-03-27T00:00:00.000","Completed - Dup","2015-03-31T00:00:00.000","15-00965324","Abandoned Vehicle Complaint","000000000","Chevrolet","Blue","FVI - Outcome","Create Work Order","30","512 W BARRY AVE","60657","1172298.42999663","1920643.20999028","44","19","6","8","41.937797753154925","-87.64246180850361","POINT (41.937797753154925 -87.64246180850361)",,,,
"2015-08-24T00:00:00.000","Completed","2015-08-31T00:00:00.000","15-04305054","Abandoned Vehicle Complaint","C61610","(Unlisted Make)","Orange","FVI - Outcome","Vehicle was moved from original address requested","30","721 W ALDINE AVE","60657","1170834.95407923","1922137.05197196","44","19","6","8","41.941707982739025","-87.64785014983114","POINT (41.941707982739025 -87.64785014983114)",,,,
"2017-06-19T00:00:00.000","Completed","2017-07-10T00:00:00.000","17-04035996","Abandoned Vehicle Complaint","717MGS","Ford","Black","FVI - Outcome","Vehicle was moved from original address requested","30","653 W BELMONT AVE","60657","1171332.25997768","1921486.70121776","44","19","6","8","41.939910115685024","-87.64641947247922","POINT (41.939910115685024 -87.64641947247922)",,,,
"2015-08-07T00:00:00.000","Completed","2015-08-28T00:00:00.000","15-03921515","Abandoned Vehicle Complaint","N175426","Mitsubishi","Unknown","FVI - Outcome","Vehicle was moved from original address requested","21","719 W ALDINE AVE","60657",,,"44","19","6","8","41.94170939082513","-87.64777868555294","POINT (41.94170939082513 -87.64777868555294)",,,,
"2015-09-25T00:00:00.000","Completed","2015-11-03T00:00:00.000","15-05057121","Abandoned Vehicle Complaint","L183268","Ford","Green","FVI - Outcome","Vehicle was moved from original address requested","14","657 W ROSCOE ST","60657",,,"44","19","6","8","41.94354989159306","-87.64666894999675","POINT (41.94354989159306 -87.64666894999675)",,,,
"2017-07-21T00:00:00.000","Completed - Dup","2017-07-21T00:00:00.000","17-04810357","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Create Work Order",,"639 W SURF ST","60657","1171502.31172231","1919604.41007879","44","19","6","8","41.934742920667624","-87.6457994929508","POINT (41.934742920667624 -87.6457994929508)",,,,
"2015-02-11T00:00:00.000","Completed - Dup","2015-02-20T00:00:00.000","15-00265634","Abandoned Vehicle Complaint","L18 3268","Chevrolet","Black","Place 7 Day Sticker","Follow on Activity was created","30","657 W ROSCOE ST","60657","1171178.93979315","1922810.89078169","44","19","6","8","41.94354989159306","-87.64666894999675","POINT (41.94354989159306 -87.64666894999675)",,,,
"2020-03-08T00:00:00.000","Completed","2020-03-26T00:00:00.000","20-00025643","Abandoned Vehicle Complaint","N/A",,"Gray",,,,"420 W ALDINE AVE","60657","1172669.27060894","1922317.21022531","44","19","6","8","41.942388045491306","-87.64079157261153","POINT (41.942388045491306 -87.64079157261153)",,,,
"2017-07-29T00:00:00.000","Completed - Dup","2017-07-31T00:00:00.000","17-05023626","Abandoned Vehicle Complaint","VPH3171","Ford","White","FVI - Outcome","Create Work Order","14","3158 N BROADWAY","60657","1171696.44451498","1921215.71972416","44","19","6","8","41.93937480738","-87.64452486899746","POINT (41.93937480738 -87.64452486899746)",,,,
"2016-03-06T00:00:00.000","Completed - Dup","2016-03-08T00:00:00.000","16-01342104","Abandoned Vehicle Complaint","S37 5971","General Motors Corp.","White",,,"90","812 W WOLFRAM ST","60657","1170362.49016678","1919142.60999604","44","19","6","8","41.93372385137863","-87.64961842521542","POINT (41.93372385137863 -87.64961842521542)",,,,
"2015-09-03T00:00:00.000","Completed","2015-09-09T00:00:00.000","15-04542748","Abandoned Vehicle Complaint","V612050","Cadillac","Silver","FVI - Outcome","Vehicle was moved from original address requested","30","600 W BRIAR PL","60657",,,"44","19","6","8","41.939257907332326","-87.64448746973142","POINT (41.939257907332326 -87.64448746973142)",,,,
"2016-02-08T00:00:00.000","Completed","2016-04-15T00:00:00.000","16-00787172","Abandoned Vehicle Complaint","IL 1501782","(Unlisted Make)","Red","FVI - Outcome","Vehicle was moved from original address requested","65","611 W STRATFORD PL","60657","1171596.70412997","1923374.5533843","44","19","6","8","41.94502074109666","-87.64485909229481","POINT (41.94502074109666 -87.64485909229481)",,,,
"2011-02-25T00:00:00.000","Completed","2011-06-16T00:00:00.000","11-00324566","Abandoned Vehicle Complaint","C61583","Zcz (Yugoslavia)","Blue","Place 7 Day Sticker","Follow on Activity was created","7","711 W GRACE ST","60613","1170661.47078693","1925695.49482018","46","23","6","8","41.95142465268732","-87.64825285065993","POINT (41.95142465268732 -87.64825285065993)",,,,
"2017-04-15T00:00:00.000","Completed","2017-05-09T00:00:00.000","17-02240655","Abandoned Vehicle Complaint","FGF6600","Land Rover","Brown","FVI - Outcome","Vehicle was moved from original address requested","11","701 W BROMPTON AVE","60657","1171002.67000341","1923878.93003318","46","19","6","8","41.94645950995542","-87.64687364239323","POINT (41.94645950995542 -87.64687364239323)",,,,
"2016-12-06T00:00:00.000","Completed - Dup","2016-12-07T00:00:00.000","16-08188051","Abandoned Vehicle Complaint","????????","Volvo","Gray","FVI - Outcome","Create Work Order","20","650 W CORNELIA AVE","60657","1171166.15080131","1923478.0880127","46","19","6","8","41.945574614021375","-87.64646101915267","POINT (41.945574614021375 -87.64646101915267)",,,,
"2016-07-20T00:00:00.000","Completed","2016-08-10T00:00:00.000","16-05098619","Abandoned Vehicle Complaint","DM6008","Honda","Black","FVI - Outcome","Vehicle was moved from original address requested","10","614 W BARRY AVE","60657","1171612.54996789","1920712.43000321","44","19","6","8","41.93800370996964","-87.64497431463727","POINT (41.93800370996964 -87.64497431463727)",,,,
"2017-03-19T00:00:00.000","Completed","2017-04-24T00:00:00.000","17-01510110","Abandoned Vehicle Complaint",,,,"FVI - Outcome","Vehicle was moved from original address requested",,"509 W ALDINE AVE","60657","1172255.18351374","1922306.90363136","44","19","6","8","41.94214696902363","-87.64247479624545","POINT (41.94214696902363 -87.64247479624545)",,,,
"2016-11-28T00:00:00.000","Completed","2017-01-13T00:00:00.000","16-08050292","Abandoned Vehicle Complaint","XXW588","Volvo","Blue","Place 7 Day Sticker","Inspected and 7 day sticker applied to vehicle","10","652 W CORNELIA AVE","60657","1171156.35080131","1923477.4880127","46","19","6","8","41.94557397401","-87.64655091645199","POINT (41.94557397401 -87.64655091645199)",,,,
"2015-04-17T00:00:00.000","Completed","2015-05-22T00:00:00.000","15-01405676","Abandoned Vehicle Complaint","E149094","Infiniti/M30","Silver","FVI - Outcome","Need Vehicle Tow Report","15","718 W BARRY AVE","60657",,,"44","19","6","8","41.93796697180458","-87.64764623187165","POINT (41.93796697180458 -87.64764623187165)",,,,
